Translation Key,Translated Value,Category
st_itm_mapkit_1,Anomaly Map (Army Warehouses),disassemble
st_gas_tube_6,Gas Tube [A|V] [NATO] (Gas Tube),item_drop_locations
st_cigarettes,Cigarettes (Marlboro),eatable
st_prt_i_capacitors,Pack of Capacitors,disassemble
st_wpn_svt40_modern,SVT-40,weapons
ammo-7.62x54_7n14,7.62x54 mm 7N14 rounds,item_drop_locations
st_guitar_name,Guitar,disassemble
st_glue_b,Glue Tube "Zviezda",disassemble
st_hide_psysucker_name,Psysucker Skin,mutant_parts
st_gamma_recipe_expert_3,Fundamentals of Guns and Armors Upgrades Vol. 3,disassemble
st_rank_veteran,Veteran,weapon_drops
st_gamma_recipe_basic_4,The Art of Artefacts Fusion Vol. 1,disassemble
st_af_baloon_name,Bubble,artefact_recipes
st_wpn_toz34_obrez_decor,TOZ-34 (Sawn-off),weapons
st_wpn_abakan_n,AN-94,weapon_drops
st_data_export_restore_bleeding_max,Total wound healing,medicine
isg_exo_outfit_name,UNISG Exoskeleton,outfit_exchange
st_addon_scope_e0t2_mag,Eotech XPS3 w/ Eotech 3x Magnifier,disassemble
st_gamma_recipe_basic_3,Fundamentals of Guns and Armors Upgrades Vol. 1,disassemble
st_wpn_walther_p99,Walther P99,weapon_drops
st_wpn_glock17_m1,Glock 17 "Bruder",weapon_drops
st_gamma_recipe_basic_2,Electronics Handbook Vol. 1,disassemble
st_protein,Protein Bar,item_drop_locations
st_wpn_kriss,KRISS Vector,weapon_drops
st_gamma_recipe_basic_1,Survival Guide Vol. 1,disassemble
st_af_eye_name,Eye,artefact_recipes
st_af_oasis_heart_name,Heart of the Oasis,artefact_recipes
st_gamma_recipe_advanced_2,Electronics Handbook Vol. 2,disassemble
st_freedom_manual_1_of_2_name,Interrogation Techniques: The Basics (Part 1 of 2),disassemble
st_fieldcooker,Gas Stove,disassemble
st_ecologist_outfit_orange_name,SSP-99 Bodysuit,item_drop_locations
st_wpn_m4_ru556,Ruger SR-556,weapon_drops
st_wpn_m16,M16A4,weapons
st_synthrope,Synthetic Ropes,disassemble
st_wpn_remington700_magpul_pro,Remington 700 "Magpul PRO",weapon_drops
monolith_exolight_outfit_name,Monolith Exosuit,outfit_exchange
st_af_zhelch_descr,An ellipsoid artefact with interesting psi properties. At first, its user will feel calm and relaxed, but as time passes, they will lose their mind. This state of madness is completely reversible, and the user will return to normal after the artefact is removed.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_ecologist_report_2_of_3_name,Walking Dead Findings Field Report 39B rev. 2 (Part 2 of 3),disassemble
st_ecologist_report_1_of_3_name,Walking Dead Findings Field Report 39B rev. 2 (Part 1 of 3),disassemble
st_device_torch_nv_3_name,Headlamp w/ Oracle Psi-stimulator,disassemble
st_wpn_m24_new,M24 SWS,weapons
st_af_ah_e2_descr,A shard of Silica Quartz formed exclusively in electro anomalies. It is remarkably pure, ranging from 99.5% to 99.9% purity and is known to provide the wearer with a feeling of youthfulness.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
ui_inv_rate_of_fire,%c[0,255,255,255]Fire Rate:,weapons
st_device_torch_nv_2_name,Headlamp w/ PN21KL Night Vision,disassemble
st_device_flashlight,Flashlight,disassemble
st_detector9,RF Receiver,disassemble
st_drug_radioprotector,Radioprotectant,medicine
st_itm_mapkit_3,Anomaly Map (Red Forest),disassemble
st_detector4,Svarog Detector,disassemble
st_af_dummy_dummy_name,Shell,artefact_recipes
st_af_grapes_name,Grapes,artefacts
st_detector3,Veles Detector,disassemble
ammo_23x75_barrikada,"Barrikada" 23x75mm,item_drop_locations
st_af_surge_up_name,Improved Surge Regenerator,disassemble
st_prt_i_wood,Wooden Parts,disassemble
st_armor_repair_fa,Armor Repair Kit (Emergency),disassemble
st_af_iam_name,Improvised Application Module (Empty),disassemble
st_wpn_m4a1_siber,M4A1,weapon_drops
st_meat_psysucker,Psysucker Goulash,eatable
st_af_black_angel_descr,This artefact resembles a luminous clump of roots. When undisturbed, it will begin to release pure water vapor. When a person uses it, there is a small chance that any harm or pain inflicted upon them will instead be inflicted upon the attacker.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_bolt_carrier_2,Sliding Bolt Carrier with Turning Bolt Lock [R] (Carrier),item_drop_locations
st_addon_scope_razor,Razor AMG UH-1 Gen. II,disassemble
st_addon_scope_razor_mag,UH-1 w/ Eotech 6x Magnifier,disassemble
st_addon_scope_e0t2,EOTech XPS3-0,disassemble
st_wpn_aek971,AEK-971,weapon_drops
st_addon_scope_mag,Eotech Magnifier,disassemble
st_af_tlf_prometheus_descr,A unique artifact that was born in the Greek Fire after the stalker of the legend with the same name has been slain. It gives the user immense resistance to heat and makes the wounds heal faster.,artefacts
st_af_cristall_name,Crystal,artefact_recipes
ecolog,Ecologist,weapon_drops
y04_pole,Meadow,item_drop_locations
l12u_control_monolith,Monolith Control Center,item_drop_locations
st_leatherman_tool,Multitool,item_drop_locations
l11_pripyat,Pripyat,item_drop_locations
l11_hospital,Deserted Hospital,item_drop_locations
st_mine_name,PFM-1 Scatterable Anti-personnel Mine,disassemble
l09_deadcity,Dead City,item_drop_locations
ui_st_rank,Rank,artefacts
k02_trucks_cemetery,Truck Cemetery,item_drop_locations
st_wpn_ak105_swamp,AK-105 "Swamp Thing",weapon_drops
st_rank_gauss,Gauss squad,weapon_drops
l10_red_forest,Red Forest,item_drop_locations
st_barrel_10,7.62mm Barrel [P] (Barrel),item_drop_locations
st_grenade_smoke,Smoke Grenade,explosives
l10_limansk,Limansk,item_drop_locations
st_data_export_falloff,Falloff,ammo
st_wpn_scar_siber_m1,FN SCAR-H "Tactical",weapons
st_itm_backpack_name,Backpack,disassemble
lttz_ll_wpn_gauss_quest_name,"Item π62",weapons
st_sausage,Smoked Sausage,eatable
st_bolt_carrier_4,Sliding Bolt Carrier with a Locking Bias (Carrier),item_drop_locations
bandit_exo_outfit_name,Stolen Exoskeleton,outfit_exchange
st_af_grapes_descr,An amber-like mass with a slight yellow-green hue. Its user will feel more satisfied and healthier after eating.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_wpn_aug_a3_custom_bas,Steyr AUG A3 Commando,weapons
l10_radar,Radar,item_drop_locations
st_jewelry_box,Decorated Jewellery Box,item_drop_locations
l12u_sarcofag,Sarcophagus,item_drop_locations
st_af_signet_name,Signet,artefact_recipes
st_af_fireball_name,Fireball,artefact_recipes
bandit_sun_outfit_name,"Sunset" Tactical Suit,outfit_exchange
st_wpn_umirotvoritel,Unidentified Weapon,weapons
st_data_export_stash_type_common,Common,item_drop_locations
helm_ranger,GP-10z Ranger Gas Mask,outfits
st_af_full_empty_descr,Similar to Empty, this artefact consist of two disks of organic formation connected by a unique gravitational field in between. However, the said field in Full Empty is extraordinary: all atoms entering the centre, regardless of their nature, become interactive under the unknown effects of the field. Thus releasing photons (light emitting). \nScientists usually refer to it as the "galaxy effect", which gives the artefact an exceptional orbit of light. \nThe density increment of surrounding air caused by moving is higher comparing to Empty. Because of this, the artefact will greatly hinder its holder's movement. \nBeing superior artefact to Empty, the protection against physical impacts is remarkable. Some claims that Full Empty is capable of stopping 9mm bullets fired at point blank. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_wpn_ithacam37,Ithaca M37 Riot,weapons
st_device_torch_name,Headlamp,disassemble
st_wpn_rpk,RPK,weapon_drops
ui_ammo_count,%c[0,255,255,255]Mag. Size:,weapons
jupiter,Jupiter,item_drop_locations
st_grooming,Grooming Kit,item_drop_locations
st_prt_o_ballistic_2,Kevlar Protera Plates w/ Reinforced Ceramic Inserts,item_drop_locations
st_af_bracelet_name,Bracelet,artefact_recipes
st_prt_o_ballistic_17,Polyethylene Fiber Layers w/ Polycarbonate Inserts,item_drop_locations
military_merc_outfit_name,Mercenary Skat-9 Armored Suit,outfit_exchange
st_mint,Altoids,eatable
st_wpn_toz194,TOZ-194,weapon_drops
st_prt_o_ballistic_20,Reinforced Carbon-fiber Layers,item_drop_locations
st_prt_o_retardant_11,Aluminized Layers of Retardant Fabrics,item_drop_locations
st_gloves,Old Leather Gloves,disassemble
st_upgr_o_magical,Suit Environmental Protection Upgrade Kit,item_drop_locations
st_prt_o_ballistic_1,Kevlar K129 Plates w/ Reinforced Ceramic Inserts,disassemble
st_porn2,Atmosfear Magazine,disassemble
st_af_signet_descr,The Signet, or Amulet, appears to be a simple stone several precise holes bored through it. Some Stalkers believe it brings good luck. In reality, it provides its user with a greater sense of well-being and allows the body to heal wounds faster when near a fire.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_prt_i_scrap,Metallic Scrap,disassemble
mutant_psevdodog_tail,Pseudodog Tail,mutant_parts
merc_nighthunter_outfit_name,Mercenary STS-N Body Armor,item_drop_locations
exo_dolg_urban_outfit_name,PSZ-10g Urban Battlesuit,outfit_exchange
st_prt_o_retardant_13,PBI-blended Fabrics,disassemble
st_prt_o_retardant_5,PVC/Rubber Coated Fabrics,disassemble
merc_nosorog_outfit_name,Mercenary Nosorog,outfit_exchange
st_prt_o_retardant_12,Aluminized Fiberglass Fabrics,item_drop_locations
st_prt_o_retardant_14,PBI-blended Fabrics w/ Polyester Treatment,item_drop_locations
st_wpn_ks23_ecolog,KS-23 Eco,weapons
st_af_fire_name,Flame,artefact_recipes
st_wpn_svu_alt,OTs-03 SVU,weapons
military_outfit_name,Skat-9 Armored Suit,outfit_exchange
st_prt_o_ballistic_5,Kevlar AP Steel Plates,disassemble
st_prt_o_retardant_15,Activated Carbon Cloth (ACC) Fabrics,item_drop_locations
st_prt_i_copper,Copper Wire,disassemble
st_af_dummy_battery_name,Battery,artefact_recipes
st_wpn_vz61,Skorpion vz.68,weapon_drops
st_prt_o_ballistic_12,Reinforced Kevlar K119 Plates,item_drop_locations
st_prt_o_ballistic_16,Carbon Nanotube Layers w/ Kevlar-29 Fabrics (Reinforced),item_drop_locations
st_data_export_outfit_artefact_count_max,Maximum belt slots,outfits
military_exo_outfit_name,Military Stalker Exoskeleton,outfit_exchange
svoboda_novice_outfit_name,Freedom Leather Jacket,item_drop_locations
st_prt_o_retardant_20,Insulating Fiberglass "Satin Weave" Fabrics,item_drop_locations
st_prt_i_resistors,Box of Resistors,disassemble
st_af_full_empty_name,Full Empty,artefact_recipes
killer,Mercenary,weapon_drops
st_knifebf4,OTs-4 Combat Knife,melee
st_prt_o_ballistic_18,Reinforced Polyethylene Fiber Layers,item_drop_locations
st_prt_w_p_spring_4,9mm Recoil Spring Assembly [Western] (Spring),item_drop_locations
st_prt_o_ballistic_14,Polyethylene Armor Plates (Improvised),item_drop_locations
st_prt_o_ballistic_7,Kevlar K119 Plates w/ Polycarbonate Inserts,disassemble
st_prt_o_retardant_7,Insulating Magnesium Grid Inserts,disassemble
csky_light_outfit_name,CS-2a Body Armor,outfit_exchange
exolight_outfit_name,Exosuit,outfit_exchange
st_vodka_quality,Vodka (Stolichnaya),item_drop_locations
ammo_vog_30,VOG-30 Grenade,ammo
dolg_scientific_outfit_name,PS5-9Md Universal Scientific Suit,outfit_exchange
st_prt_o_retardant_2,Layered Chemical/Shock Retardant Fabrics,item_drop_locations
st_joint,Cannabis Joint,item_drop_locations
st_matches,Firestarter Set,item_drop_locations
st_jar,Plastic Jar,disassemble
st_prt_w_p_barrel_4,5.7mm Barrel (Barrel),item_drop_locations
st_roubles,Roubles,item_drop_locations
st_bolt_1,Dropping-block Breech [R] (Bolt),item_drop_locations
st_broken_detector,Broken Detector,disassemble
st_af_black_spray_descr,Being a rare artefact, little is known about its properties and origins. \nBlack Spray shares a similar shape to other sapphire-like artefacts. However, the organic nature of the stem (which shares similar properties to Pin artefacts) suggests that its formed from vascular plants under exposure to dangerous psy-fields and electromagnetic waves. \nAnother unique property is the ability to delay the transmission of light that enters it. The said mysterious mechanism is applied to psy-waves surrounding the artefact as well. For this particular reason, Black Spray significantly neutralises psy interferences in a large radius. \nThese beneficial properties, however, come at a price. This artefact is extremely dangerous when exposed in toxic environments as it amplifies their effect and increases their potency. When exploring toxic areas, it is hence highly recommended to keep the artefact in your backpack. \nDue to the beautiful blue aura it emits, it is highly sought after by jewellers all over the world. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_wpn_pkm_siber,PKM,weapon_drops
st_wpn_scar_siber,FN SCAR-H,weapon_drops
st_wpn_akm,AKM,weapons
exo_merc_urban_outfit_name,Mercenary Urban Exosuit,outfit_exchange
mutant_lurker_tail,Lurker Tail,mutant_parts
st_af_ah_r1,Mushroom,artefacts
ammo-7.62x25-ps,7.62x25 mm Pst rounds,item_drop_locations
st_af_tapeworm_name,Tapeworm,artefacts
st_af_grid_up_name,Improved Titanium Grid,disassemble
st_upgr_o_physical,Suit Armor Upgrade Kit,item_drop_locations
st_af_electra_moonlight_name,Moonlight,artefact_recipes
isg,UNISG,weapon_drops
st_af_fuzz_kolobok_descr,A relatively rare artefact forming in chemical areas, Kolobok is highly valued for its ability to heal most kinds of wounds and stop bleeding in a matter of minutes. \nFor unknown reasons, scientists are spreading rumours among stalkers that the artefact modifies bearer's genetic code, which is unproven and should be regarded as conscious attempt at monopolizing the supply of the artefact by the scientific community. This does not, however, mean that it is completely harmless. \nOne drawback of this artefact is the fact that it will interact to radioactive particles, so it is best to avoid radiation fields when in possession of the artefact, especially since its negative effects are not balanced with positive ones. It will also reduce energy recovery, which is the result of its sharp needle-like appendages. The needles cause small and quickly healing wounds which bring constant pain and itch, thus reducing stamina. \nThis artefact also weakens protection against heat and acids due to its high flammability. \nLightweight and not too much of a burden to carry around. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_wpn_sig226,SIG P226R,weapon_drops
st_af_ring_name,Ring,artefact_recipes
st_e_syringe,Syringe,disassemble
st_af_ah_r2_descr,An artifact containing mostly plant matter found only in the Dead Forest, south of Lab X-9. It is believed that the strong psy-fields it was subjugated to during its formation heavily influenced its shape and properties. Wearing one seems to boost vitality.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
st_wpn_m45a1,Colt M45A1 .45 ACP,weapon_drops
st_trigger_components_6,Trigger Mechanism with Hammer [R] (Trigger),item_drop_locations
renegade_exo_outfit_name,Renegade Exoskeleton,outfit_exchange
st_bolt_9,Rotating Locking Head [7 Locks] [¿] (Bolt),item_drop_locations
ui_mm_repair,Repair,weapons
st_barrel_8,5.45mm Barrel [¿] (Barrel),item_drop_locations
st_beadspread,Bed Spread,disassemble
st_trigger_components_3,Triple-fire Hammer Type Trigger (Trigger),item_drop_locations
st_bolt_8,Rotating Locking Head [6 Locks] [¿] (Bolt),item_drop_locations
st_trigger_components_2,Double-mode Hammer Type Trigger (Trigger),item_drop_locations
st_af_aac_name,Artefact Application Container (Empty),disassemble
st_prop_restore_health,Health restoration,belt_attachments
st_trigger_components_5,Double-fire Mode Trigger Mechanism with Firing Pin (Trigger),item_drop_locations
gamma_explosion_cap,Explosion Cap,artefacts
st_rope,Rope,disassemble
st_prt_w_p_trigger_4,"MP412" Double-action Trigger Mechanism (Trigger),item_drop_locations
merc_scientific_outfit_name,Mercenary SEVA Suit,outfit_exchange
st_upgr_w_internal,Weapon Mechanism Upgrade Kit,item_drop_locations
st_radio,Broken Radio,disassemble
st_bolt_carrier_3,Sliding Bolt Carrier with Turning Bolt Lock [NATO] (Carrier),item_drop_locations
st_wpn_fn57,FN Five-seveN,weapon_drops
st_mirror,Telescopic Mirror,disassemble
mutant_cat_tail,Cat Tail,mutant_parts
st_batteries,Battery Pack,item_drop_locations
merc_sunset_outfit_name,Mercenary LCz Suit,outfit_exchange
st_wpn_mp5sd,MP5SD6,weapon_drops
st_bolt_carrier_7,Lever-type Bolt Carrier with Locking Wedge (Carrier),item_drop_locations
st_wpn_ithacam37_trench,Ithaca M37 Trenchgun,weapon_drops
merc_jackal_outfit_name,Mercenary LTS-J Body Suit,outfit_exchange
dolg_heavy_redline_outfit_name,PSZ-9kl Command Armor,outfit_exchange
st_upgr_o_utility,Suit Utility Upgrade Kit,item_drop_locations
st_barrel_12,7.62mm Barrel [PP] (Barrel),item_drop_locations
st_wpn_sr2_veresk,SR-2M Veresk,weapon_drops
st_prt_o_fabrics_2,Synthetic Cloth Sheets,disassemble
st_prt_w_p_spring_3,.45 Recoil Spring Assembly (Spring),item_drop_locations
st_gas_tube_4,Gas Tube [AS/PP] (Gas Tube),item_drop_locations
st_bolt_carrier_11,Longitudinal-a Sliding Free Bolt Carrier [PP] (Carrier),item_drop_locations
ui_inv_outfit_power_restore,%c[0,255,255,255]Stamina Recovery:,belt_attachments
st_wpn_ump45,UMP45,weapons
st_upgr_w_optical,Optical Scope Upgrade Kit,item_drop_locations
ammo-12x76-dart,12x76 AP slugs,item_drop_locations
st_af_blood_descr,A reddish formation of compressed fossilised plants, soil and animal debris. Can partially neutralise chemical poisons by absorbing them and reducing overall toxicity level in user's bloodstream. Quite widespread and not very effective as it makes chemical burns fester. It will catch fire when exposed to open flame or even spontaneously combust. \nAnother positive effect possessed by this artefact is that it accelerates clotting if worn close to the body. Although it is not recommended to keep this artefact in your possession for longer periods of time as blood clots can be hazardous to your health. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_af_skull_miser_descr,The remains of a human head, disfigured and fossilized by the Zone. The teeth appear to be made of a pure crystal stone. If its bearer kills another person, their money may be duplicated.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
MDR,Desert Tech MDR 5.56x45,weapons
ammo-4.6x30-fmj,4.6x30 mm FMJ rounds,ammo
st_af_ah_g1_descr,A lump of shriveled clay and organic debris. Separation of individual lumps of material seems impossible, due to the presence of some unknown and incredibly strong binding agent.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
military_proto_exo_outfit_name,Skat-9 Exoskeleton,item_drop_locations
mutant_chimera_claw,Chimera Claw,mutant_parts
monolith_proto_exo_outfit_name,X-18 Exoskeleton,item_drop_locations
st_gas_tube_5,Gas Tube [A|V] [R] (Gas Tube),item_drop_locations
st_wpn_fal,FN FAL,weapons
st_wpn_ks23,KS-23,weapon_drops
st_af_ah_h2,Sponge,artefacts
st_rank_blackops,Blackops squad,weapon_drops
st_bolt_14,Rotating Locking Head [¿/PP] (Bolt),item_drop_locations
st_af_geliy_descr,A product of electrical anomalies. It gives off a gaseous substance. If you found this. something has gone horribly wrong.\n \n %c[pda_white]PROPERTIES:\n,artefacts
isg_lcs_camo_outfit_name,UNISG LC-C Suit,outfit_exchange
st_steel_wool,Steel Wool,item_drop_locations
st_shovel_mili,Old Field Shovel,disassemble
st_wpn_winchester1873,Winchester Model 1873,weapon_drops
l13u_warlab,Monolith War Lab,item_drop_locations
st_data_export_power_restore_max,Total stamina recovery,medicine
st_wpn_sks_modern,SKS,weapons
csky_medium_outfit_name,CS-3a Body Armor,item_drop_locations
stalker_tigerstripe_outfit_name,"Tigerstripe" Stalker Suit,outfit_exchange
st_af_ah_r2,Mushroom,artefacts
st_af_geliy_name,Helium,artefacts
isg_merc_outfit_name,UNISG Mk2 Tactical Body Armor,outfit_exchange
st_af_sun_descr,A rare specimen generating an inexhaustible source of light. It allows a form of solar photosynthesis in its wearer.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_beans,Baked Beans,disassemble
st_sleepingpills,Sleeping Pills,medicine
st_af_black_spray_name,Black Spray,artefact_recipes
st_prt_o_ballistic_15,Carbon Nanotube Layers w/ Kevlar-49 Fabrics,disassemble
st_af_medallion_descr,An artefact unique in that it appears almost man-made. It is a green ring with 4 lobes rotating around a central core. Sometimes, when the wearer of the Medal is injured, their injury will be completely transferred to another person nearby.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_af_ah_e1_descr,A shard of Silica Quartz formed exclusively in electro anomalies. It is remarkably pure, ranging from 99.5% to 99.9% purity and is known to provide the wearer with a feeling of youthfulness.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
st_wpn_vintorez_m2,VSS Vintorez "Venal",weapons
st_wpn_mp5,MP5A3,weapon_drops
st_wpn_xm8,XM8,weapons
st_barrel_5,7.92mm Barrel [V] (Barrel),item_drop_locations
trenchcoat_green_outfit_name,Heavy Green Overcoat,outfit_exchange
st_wpn_k98,Karabiner 98k,weapon_drops
ammo-11.43x23-hydro,.45 ACP Hydra-shock HP rounds,item_drop_locations
st_letter_mercenary_name,Mercenary's Note,disassemble
st_wpn_ak5c_isg,AK 5C "ISG",weapons
st_knife_needle,NR-40 Scout Knife,melee
pda_encyclopedia_name,Name,weapon_drops
nil,nil,session
st_wpn_l85_m2,L85A2,weapon_drops
st_wpn_9a91,9A-91,weapon_drops
st_af_cell_descr,A porous sphere with a star-like formation spinning in the center. Originates in gravitational anomalies. If the user of this artefact were to be hit with a fast-moving object, the Cell would instantly atomize some of its mass, protecting its bearer, but resulting in minor radiation exposure.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_wpn_vintorez_m1,VSS Vintorez "Savant",weapons
st_wpn_g36nimble_rwap,G36C "Merc",weapons
st_data_export_eat_alcohol,Alcohol,medicine
st_bolt_carrier_9,Choke from Double-barrel Shotgun [R] (Carrier),item_drop_locations
st_af_ah_r5_descr,An artifact containing mostly plant matter found only in the Dead Forest, south of Lab X-9. It is believed that the strong psy-fields it was subjugated to during its formation heavily influenced its shape and properties. Wearing one seems to boost vitality.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
mutant_krovosos_meat,Bloodsucker Meat,mutant_parts
l12_stancia,Chernobyl NPP (South),item_drop_locations
st_wpn_ak74u_tac,AKS-74U "Tactician",weapon_drops
bandit_scientific_outfit_name,Looted SEVA Suit,outfit_exchange
merc_exolight_outfit_name,Mercenary Exosuit,outfit_exchange
st_meat_lurker,Lurker Chops,eatable
st_prop_restore_bleeding,Wound healing,belt_attachments
st_walkie,Broken Walkie Talkie,disassemble
st_medkit_science,Scientific Medkit,disassemble
st_wpn_adar2_15,ADAR 2-15,weapon_drops
st_medkit,AI-2 Medkit,disassemble
st_bolt_12,Hammers from a Hammer-type Double-barrel Shotgun [R] (Bolt),item_drop_locations
st_wpn_aug_thales,Thales EF88,weapon_drops
st_wpn_rpd,RPD,weapon_drops
st_yadylin,Yadulin,disassemble
st_af_star_phantom_descr,A purple, plasma-like substance encased in a transparent, pulsating shell. When activated, it sends the user into a ghost-like state for a short period - completely imperceptible, but unable to interact with the world.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
bandit_ps5_outfit_name,Fenced PS5-M Universal Protection Suit,outfit_exchange
st_upgr_cost,Cost,ammo
ammo-7.62x39_fmj,7.62x39 mm FMJ rounds,item_drop_locations
ui_inv_outfit_burn_protection,%c[0,255,255,255]Burn Res:,belt_attachments
ammo-5.56x45-ap,5.56x45 mm AP rounds,item_drop_locations
st_af_pin_descr,A small artefact formed by thermal anomalies in the Zone under extreme temperatures. The look of this artefact suggests that it was an organ of a vascular plant. Further studies showed that other organic tissues are fused deep inside. \nThe stem doesn't hold any useful properties. On the contrary, the small pins reduce temperature of user's body and cool all objects in their vicinity. \nThis artefact offers a slight psy-protection as it will resonate under the influence of psy-waves. On the other hand, it is not recommended to approach chemical and acid anomalies when in possession of the artefact as it will increase the adverse effects of acids and toxins in user's bloodstream. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_drug_coagulant,Vinca,item_drop_locations
st_bandage,Bandage,disassemble
st_wpn_aug_9mm,Steyr AUG A3 9mm,weapon_drops
st_data_export_projectiles,Projectiles,ammo
cs_exo_outfit_name,CS-5 Exoskeleton,outfit_exchange
merc_fighter_outfit_name,Mercenary LC-F Suit,outfit_exchange
st_af_peas_descr,The Moon, or Pea Pod artefact, is a crescent-shaped, dimly-glowing mass. Within the rubbery outer cover, three pearlescent orbs with unique crystalline structures are visible. Users of this artefact report their circadian rhythm rapidly and completely inverting.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
ammo-7.62x25-p,7.62x25 mm LRNPC rounds,item_drop_locations
st_af_black_angel_name,Black Angel,artefact_recipes
st_wpn_rg6,RG-6 Grenade Launcher,weapons
merc_combat_scientific_outfit_name,Mercenary Pathfinder,item_drop_locations
st_data_export_limb_duration,Limb duration,medicine
isg_lcs_outfit_name,UNISG LC Suit,outfit_exchange
st_gun_oil_ru,Gun Oil "Rusak",disassemble
pda_encyclopedia_tier,Tier,belt_attachments
st_wpn_lar_grizzly,L.A.R. Grizzly Win Mag .357,weapon_drops
isg_nosorog_outfit_name,UNISG Nosorog,outfit_exchange
travel_outfit_name,"Voyager" Stalker Suit,outfit_exchange
st_helm_respirator_gp5,GP-5 Gas Mask,outfits
st_boots,Old Leather Boots,disassemble
st_helm_cloth_mask,Cloth Mask,outfits
st_wpn_fort17,Fort-17,weapon_drops
st_wpn_mp133,MP-133,weapons
st_bolt_carrier_1,Sliding Bolt Carrier with Turning Bolt Lock [R] (Carrier),item_drop_locations
st_salmon,Smoked Salmon,eatable
st_hand_rolling_tobacco,Hand-rolling Tobacco,eatable
ammo-9x18-pmm,9x18 mm HP rounds,item_drop_locations
st_wpn_m98b,Barrett M98B,weapon_drops
cs_stalker_proto_exo_outfit_name,CS-2b Exoskeleton,item_drop_locations
st_data_export_weapon_kind_shotgun,Shotgun,weapon_drops
st_wpn_val,AS Val,weapon_drops
st_af_ah_r4_descr,An artifact containing mostly plant matter found only in the Dead Forest, south of Lab X-9. It is believed that the strong psy-fields it was subjugated to during its formation heavily influenced its shape and properties. Wearing one seems to boost vitality.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
st_ecologist_outfit_red_name,SSP-99Ã "Ruby",item_drop_locations
st_af_empty_name,Empty,artefact_recipes
cs_exolight_outfit_name,CS-5 Exosuit,outfit_exchange
st_meat_pseudodog,Pseudodog Chops,eatable
st_wpn_toz34_custom,TOZ-34,weapons
ui_inv_outfit_fire_wound_protection,%c[0,255,255,255]Ballistic Res:,belt_attachments
st_wpn_pb_bas_custom,PB,weapons
svoboda_heavy_outfit_2_name,Sentinel of Freedom,outfit_exchange
st_helm_m40,M40 Gas Mask,outfits
ammo_12.7x55_ap,12.7x55 mm STs-130 VPS rounds,ammo
st_energy_drink,Energy Drink,item_drop_locations
st_pda_3_name,PDA v3.1 with KilTrakô,disassemble
st_wpn_oc33_new,OTs-33 "Pernach",weapon_drops
st_af_medallion_name,Medal,artefacts
st_helm_respirator,Refitted PBF Gas Mask Kit,outfits
st_af_fountain_name,Fountain,artefacts
st_meat_chimera,Chimera Goulash,eatable
st_wpn_ks23_23_up,KS-23 Shortie,item_drop_locations
st_data_export_post_heal_leg,Post-Heal Leg,medicine
bandit,Bandit,weapon_drops
merc_scientific_armored_outfit_name,Mercenary SEVA Body Armor,item_drop_locations
st_wpn_aps_bas,APS Stechkin,weapons
st_wpn_pmm_bas,Makarov PMM,weapons
st_helm_rp_bala,Balaclava,outfits
military_sky_outfit_name,CS-4b Armored Suit,outfit_exchange
st_jgut_zhgut,Tourniquet,disassemble
st_pda_1_name,PDA,disassemble
